20180215172411,75.8,75.2,76.9,73.8
20180215172413,75.8,75.2,76.9,73.8
20180215172414,75.8,75.2,76.9,73.8
20180215172416,75.8,75.2,76.9,73.8
20180215172418,75.8,75.2,76.9,73.8
20180215172419,75.8,75.2,76.9,73.8
20180215172421,75.8,75.2,76.9,73.8
20180215172422,75.8,75.2,76.9,73.8
20180215172424,75.8,75.2,76.9,73.8
20180215172426,75.8,75.2,76.9,73.8
20180215172427,75.8,75.2,76.9,73.8
20180215172428,75.8,75.2,76.9,73.8
20180215172430,75.8,75.2,76.9,73.8
20180215172431,75.8,75.2,76.9,73.8
20180215172433,75.8,75.2,76.9,73.8
20180215172434,75.8,75.2,76.9,73.8
20180215172436,75.8,75.2,76.9,73.8
20180215172437,75.8,75.2,76.9,73.8
20180215172439,75.8,75.2,76.9,73.8
20180215172440,75.8,75.2,76.9,73.8
20180215172442,75.8,75.2,76.9,73.8
20180215172443,75.8,75.2,76.9,73.8
20180215172445,75.8,75.2,76.9,73.8
20180215172447,75.8,75.2,76.9,73.8
20180215172448,75.8,75.2,76.9,73.8
20180215172450,75.8,75.2,76.9,73.8
20180215172451,75.8,75.2,76.9,73.8
20180215172452,75.8,75.2,76.9,73.8
20180215172454,75.8,75.2,76.9,73.8
20180215172455,75.8,75.2,76.9,73.8
20180215172457,75.8,75.2,76.9,73.8
20180215172458,75.8,75.2,76.9,73.8
20180215172500,75.8,75.2,76.9,73.8
20180215172502,75.8,75.2,76.9,73.8
20180215172503,75.8,75.2,76.9,73.8
20180215172505,75.8,75.2,76.9,73.8
20180215172506,75.8,75.2,76.9,73.8
20180215172508,75.8,75.2,76.9,73.8
20180215172509,75.8,75.2,76.9,73.8
20180215172511,75.8,75.2,76.9,73.8
20180215172512,75.8,75.2,76.9,73.8
20180215172514,75.8,75.2,76.9,73.8
20180215172515,75.8,75.2,76.9,73.8
20180215172517,75.8,75.2,76.9,73.8
20180215172518,75.8,75.2,76.9,73.8
20180215172520,75.8,75.2,76.9,73.8
20180215172521,75.8,75.2,76.9,73.8
20180215172523,75.8,75.2,76.9,73.8
20180215172524,75.8,75.2,76.9,73.8
20180215172531,75.8,75.2,76.9,73.8
20180215172532,75.8,75.2,76.9,73.8
20180215172534,75.8,75.2,76.9,73.8
20180215172535,75.8,75.2,76.9,73.8
20180215172537,75.8,75.2,76.9,73.8
20180215172538,75.8,75.2,76.9,73.8
20180215172540,75.8,75.2,76.9,73.8
20180215172541,75.8,75.2,76.9,73.8
20180215172543,75.8,75.2,76.9,73.8
20180215172544,75.8,75.2,76.9,73.8
20180215172546,75.8,75.2,76.9,73.8
20180215172547,75.8,75.2,76.9,73.8
20180215172549,75.8,75.2,76.9,73.8
20180215172551,75.8,75.2,76.9,73.8
20180215172552,75.8,75.2,76.9,73.8
20180215172553,75.8,75.2,76.9,73.8
20180215172555,75.8,75.2,76.9,73.8
20180215172557,75.8,75.2,76.9,73.8
20180215172558,75.8,75.2,76.9,73.8
20180215172600,75.8,75.2,76.9,73.8
20180215172601,75.8,75.2,76.9,73.8
20180215172603,75.8,75.2,76.9,73.8
20180215172604,75.8,75.2,76.9,73.8
20180215172606,75.8,75.2,76.9,73.8
20180215172607,75.8,75.2,76.9,73.8
20180215172609,75.8,75.2,76.9,73.8
20180215172611,75.8,75.2,76.9,73.8
20180215172612,75.8,75.2,76.9,73.8
20180215172614,75.8,75.2,76.9,73.8
20180215172615,75.8,75.2,76.9,73.8
20180215172617,75.8,75.2,76.9,73.8
20180215172618,75.8,75.2,76.9,73.8
20180215172620,75.8,75.2,76.9,73.8
20180215172622,75.8,75.2,76.9,73.8
20180215172624,75.8,75.2,76.9,73.8
20180215172626,75.8,75.2,76.9,73.8
20180215172628,75.8,75.2,76.9,73.8
20180215172630,75.8,75.2,76.9,73.8
20180215172631,75.8,75.2,76.9,73.8
20180215172633,75.8,75.2,76.9,73.8
20180215172635,75.8,75.2,76.9,73.8
20180215172637,75.8,75.2,76.9,73.8
20180215172638,75.8,75.2,76.9,73.8
20180215172640,75.8,75.2,76.9,73.8
20180215172642,75.8,75.2,76.9,73.8
20180215172644,75.8,75.2,76.9,73.8
20180215172646,75.8,75.2,76.9,73.8
20180215172647,75.8,75.2,76.9,73.8
20180215172649,75.8,75.2,76.9,73.8
20180215172651,75.8,75.2,76.9,73.8
20180215172654,75.8,75.2,76.9,73.8
20180215172655,75.8,75.2,76.9,73.8
20180215172657,75.8,75.2,76.9,73.8
20180215172659,75.8,75.2,76.9,73.8
20180215172701,75.8,75.2,76.9,73.8
20180215172703,75.8,75.2,76.9,73.8
20180215172705,75.8,75.2,76.9,73.8
20180215172707,75.8,75.2,76.9,73.8
20180215172708,75.8,75.2,76.9,73.8
20180215172711,75.8,75.2,76.9,73.8
20180215172712,75.8,75.2,76.9,73.8
20180215172714,75.8,75.2,76.9,73.8
20180215172715,75.8,75.2,76.9,73.8
20180215172717,75.8,75.2,76.9,73.8
20180215172719,75.8,75.2,76.9,73.8
20180215172722,75.8,75.2,76.9,73.8
20180215172723,75.8,75.2,76.9,73.8
20180215172725,75.8,75.2,76.9,73.8
20180215172727,75.8,75.2,76.9,73.8
20180215172728,75.8,75.2,76.9,73.8
20180215172730,75.8,75.2,76.9,73.8
20180215172732,75.8,75.2,76.9,73.8
20180215172734,75.8,75.2,76.9,73.8
20180215172735,75.8,75.2,76.9,73.8
20180215172737,75.8,75.2,76.9,73.8
20180215172739,75.8,75.2,76.9,73.8
20180215172741,75.8,75.2,76.9,73.8
20180215172743,75.8,75.2,76.9,73.8
20180215172745,75.8,75.2,76.9,73.8
20180215172747,75.8,75.2,76.9,73.8
20180215172748,75.8,75.2,76.9,73.8
20180215172750,75.8,75.2,76.9,73.8
20180215172753,75.8,75.2,76.9,73.8
20180215172755,75.8,75.2,76.9,73.8
20180215172757,75.8,75.2,76.9,73.8
20180215172759,75.8,75.2,76.9,73.8
20180215172801,75.8,75.2,76.9,73.8
20180215172803,75.8,75.2,76.9,73.8
20180215172805,75.8,75.2,76.9,73.8
20180215172807,75.8,75.2,76.9,73.8
20180215172809,75.8,75.2,76.9,73.8
20180215172811,75.8,75.2,76.9,73.8
20180215172813,75.8,75.2,76.9,73.8
20180215172814,75.8,75.2,76.9,73.8
20180215172817,75.8,75.2,76.9,73.8
20180215172819,75.8,75.2,76.9,73.8
20180215172821,75.8,75.2,76.9,73.8
20180215172822,75.8,75.2,76.9,73.8
20180215172824,75.8,75.2,76.9,73.8
20180215172826,75.8,75.2,76.9,73.8
20180215172828,75.8,75.2,76.9,73.8
20180215172831,75.8,75.2,76.9,73.8
20180215172832,75.8,75.2,76.9,73.8
20180215172834,75.8,75.2,76.9,73.8
20180215172836,75.8,75.2,76.9,73.8
20180215172838,75.8,75.2,76.9,73.8
20180215172839,75.8,75.2,76.9,73.8
20180215172842,75.8,75.2,76.9,73.8
20180215172843,75.8,75.2,76.9,73.8
20180215172846,75.8,75.2,76.9,73.8
20180215172847,75.8,75.2,76.9,73.8
20180215172849,75.8,75.2,76.9,73.8
20180215172851,75.8,75.2,76.9,73.8
20180215172852,75.8,75.2,76.9,73.8
20180215172854,75.8,75.2,76.9,73.8
20180215172856,75.8,75.2,76.9,73.8
20180215172858,75.8,75.2,76.9,73.8
20180215172900,75.8,75.2,76.9,73.8
20180215172902,75.8,75.2,76.9,73.8
20180215172903,75.8,75.2,76.9,73.8
20180215172905,75.8,75.2,76.9,73.8
20180215172907,75.8,75.2,76.9,73.8
20180215172909,75.8,75.2,76.9,73.8
20180215172911,75.8,75.2,76.9,73.8
20180215172913,75.8,75.2,76.9,73.8
20180215172915,75.8,75.2,76.9,73.8
20180215172917,75.8,75.2,76.9,73.8
20180215172919,75.8,75.2,76.9,73.8
20180215172920,75.8,75.2,76.9,73.8
20180215172922,75.8,75.2,76.9,73.8
20180215172924,75.8,75.2,76.9,73.8
20180215172926,75.8,75.2,76.9,73.8
20180215172927,75.8,75.2,76.9,73.8
20180215172929,75.8,75.2,76.9,73.8
20180215172931,75.8,75.2,76.9,73.8
20180215172933,75.8,75.2,76.9,73.8
20180215172935,75.8,75.2,76.9,73.8
20180215172937,75.8,75.2,76.9,73.8
20180215172939,75.8,75.2,76.9,73.8
20180215172941,75.8,75.2,76.9,73.8
20180215172943,75.8,75.2,76.9,73.8
20180215172945,75.8,75.2,76.9,73.8
20180215172947,75.8,75.2,76.9,73.8
20180215172948,75.8,75.2,76.9,73.8
20180215172950,75.8,75.2,76.9,73.8
20180215172952,75.8,75.2,76.9,73.8
20180215172954,75.8,75.2,76.9,73.8
20180215172956,75.8,75.2,76.9,73.8
20180215172957,75.8,75.2,76.9,73.8
20180215173000,75.8,75.2,76.9,73.8
20180215173001,75.8,75.2,76.9,73.8
20180215173003,75.8,75.2,76.9,73.8
20180215173005,75.8,75.2,76.9,73.8
20180215173007,75.8,75.2,76.9,73.8
20180215173009,75.8,75.2,76.9,73.8
20180215173011,75.8,75.2,76.9,73.8
20180215173013,75.8,75.2,76.9,73.8
